allele,genbankNucleotideAccession,genbankProteinAccession,refseqNucleotideAccession,refseqProteinAccession,ncbiFamily,expectedPhenotype,class,subclass,extendedAnnotation,nodeId,geneFamily,tier,mrsnSuperFamily
blaKPC-74,MT856045.1,QMX41377.1,NG_070742.1,WP_188331874.1,blaKPC,Beta-lactam: ESBL (KPC variant),Beta-lactam,ESBL (KPC variant),inhibitor-resistant extended-spectrum class A beta-lactamase KPC-74,blaKPC-74,blaKPC,1,blaKPC
blaKPC-75,MT920645.1,QNL15886.1,NG_070743.1,WP_188331875.1,blaKPC,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,carbapenem-hydrolyzing class A beta-lactamase KPC-75,blaKPC-75,blaKPC,1,blaKPC
blaOXA-922,MT636504.1,QKV50750.1,NG_070747.1,WP_188331876.1,blaOXA-48_fam,Beta-lactam: Carbapenems (OXA-48 family),Beta-lactam,Carbapenems (OXA-48 family),OXA-48 family class D beta-lactamase OXA-922,blaOXA-922,blaOXA,1,blaOXA-48_fam
blaOXA-928,MT891151.1,QNH80866.1,NG_070749.1,WP_188331877.1,blaOXA-10_fam,"Beta-lactam: Penicillins, Early Cephalosporins",Beta-lactam,"Penicillins, Early Cephalosporins",OXA-10 family class D beta-lactamase OXA-928,blaOXA-928,blaOXA,3,blaOXA-10_fam
blaOXA-929,MK989990.1,QNL15887.1,NG_070750.1,WP_188331878.1,blaOXA-48_fam,Beta-lactam: Carbapenems (OXA-48 family),Beta-lactam,Carbapenems (OXA-48 family),OXA-48 family class D beta-lactamase OXA-929,blaOXA-929,blaOXA,1,blaOXA-48_fam
blaPDC-456,MT880133.1,QNG62043.1,NG_070751.1,WP_188331879.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-456,blaPDC-456,blaPDC,3,blaPDC
blaVEB-27,MT872419.1,QNG62078.1,NG_070755.1,WP_188331880.1,blaVEB,Beta-lactam: ESBL,Beta-lactam,ESBL,inhibitor-resistant extended-spectrum class A beta-lactamase VEB-27,blaVEB-27,blaVEB,2,blaVEB
blaVIM-72,MT872420.1,QNG62079.1,NG_070756.1,WP_188331881.1,blaVIM,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,subclass B1 metallo-beta-lactamase VIM-72,blaVIM-72,blaVIM,1,blaVIM
blaVIM-73,MT872421.1,QNG62080.1,NG_070757.1,WP_188331882.1,blaVIM,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,subclass B1 metallo-beta-lactamase VIM-73,blaVIM-73,blaVIM,1,blaVIM
fosL2,AADAGT010000018.1,EAO1661882.1,NG_070761.1,WP_188331883.1,fosL,Fosfomycin,Fosfomycin,,fosfomycin resistance glutathione transferase FosL2,fosL2,fosL,3,fos
mcr-1.29,MT731964.1,QLP89638.1,NG_070763.1,WP_188331884.1,mcr-1,Polymyxin: Colistin,Polymyxin,Colistin,phosphoethanolamine--lipid A transferase MCR-1.29,mcr-1.29,mcr-1,1,mcr
mcr-1.30,MT731965.1,QLP89639.1,NG_070764.1,WP_188331885.1,mcr-1,Polymyxin: Colistin,Polymyxin,Colistin,phosphoethanolamine--lipid A transferase MCR-1.30,mcr-1.30,mcr-1,1,mcr
mcr-2.4,MT757845.1,QLP89644.1,NG_070765.1,WP_188331886.1,mcr-2,Polymyxin: Colistin,Polymyxin,Colistin,phosphoethanolamine--lipid A transferase MCR-2.4,mcr-2.4,mcr-2,1,mcr
mcr-2.5,MT757842.1,QLP89641.1,NG_070766.1,WP_188331887.1,mcr-2,Polymyxin: Colistin,Polymyxin,Colistin,phosphoethanolamine--lipid A transferase MCR-2.5,mcr-2.5,mcr-2,1,mcr
mcr-2.6,MT757844.1,QLP89643.1,NG_070767.1,WP_188331888.1,mcr-2,Polymyxin: Colistin,Polymyxin,Colistin,phosphoethanolamine--lipid A transferase MCR-2.6,mcr-2.6,mcr-2,1,mcr
mcr-2.7,MT757843.1,QLP89642.1,NG_070768.1,WP_188331889.1,mcr-2,Polymyxin: Colistin,Polymyxin,Colistin,phosphoethanolamine--lipid A transferase MCR-2.7,mcr-2.7,mcr-2,1,mcr
mcr-3.31,MT757846.1,QLP89645.1,NG_070769.1,WP_188331890.1,mcr-3,Polymyxin: Colistin,Polymyxin,Colistin,phosphoethanolamine--lipid A transferase MCR-3.31,mcr-3.31,mcr-3,1,mcr
mcr-3.32,MT757847.1,QLP89646.1,NG_070770.1,WP_188331891.1,mcr-3,Polymyxin: Colistin,Polymyxin,Colistin,phosphoethanolamine--lipid A transferase MCR-3.32,mcr-3.32,mcr-3,1,mcr
mcr-3.33,MT791039.1,QLQ34536.1,NG_070771.1,WP_188331892.1,mcr-3,Polymyxin: Colistin,Polymyxin,Colistin,phosphoethanolamine--lipid A transferase MCR-3.33,mcr-3.33,mcr-3,1,mcr
mcr-3.34,MT791040.1,QLQ34537.1,NG_070772.1,WP_188331893.1,mcr-3,Polymyxin: Colistin,Polymyxin,Colistin,phosphoethanolamine--lipid A transferase MCR-3.34,mcr-3.34,mcr-3,1,mcr
mcr-3.35,MT809044.1,QMT97855.1,NG_070773.1,WP_188331894.1,mcr-3,Polymyxin: Colistin,Polymyxin,Colistin,phosphoethanolamine--lipid A transferase MCR-3.35,mcr-3.35,mcr-3,1,mcr
mcr-3.36,MT809045.1,QMT97856.1,NG_070774.1,WP_188331895.1,mcr-3,Polymyxin: Colistin,Polymyxin,Colistin,phosphoethanolamine--lipid A transferase MCR-3.36,mcr-3.36,mcr-3,1,mcr
mcr-3.37,MT809047.1,QMT97858.1,NG_070775.1,WP_188331896.1,mcr-3,Polymyxin: Colistin,Polymyxin,Colistin,phosphoethanolamine--lipid A transferase MCR-3.37,mcr-3.37,mcr-3,1,mcr
mcr-3.40,MT872722.1,QNG62239.1,NG_070778.1,WP_188331897.1,mcr-3,Polymyxin: Colistin,Polymyxin,Colistin,phosphoethanolamine--lipid A transferase MCR-3.40,mcr-3.40,mcr-3,1,mcr
qnrA11,MT809674.1,QMU53430.1,NG_070779.1,WP_188331898.1,qnrA,Quinolone,Quinolone,,quinolone resistance pentapeptide repeat protein QnrA11,qnrA11,qnrA,3,qnr
qnrA12,MT809676.1,QMU53432.1,NG_070780.1,WP_188331899.1,qnrA,Quinolone,Quinolone,,quinolone resistance pentapeptide repeat protein QnrA12,qnrA12,qnrA,3,qnr
blaCMY-173,MT994367.1,QNS29746.1,NG_070783.1,WP_190259774.1,blaCMY,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase CMY-173,blaCMY-173,blaCMY,3,blaCMY
blaCTX-M-242,MT969044.1,QNS30067.1,NG_070784.1,WP_190259775.1,blaCTX-M,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase CTX-M-242,blaCTX-M-242,blaCTX-M,2,blaCTX-M
blaOXA-931,MT968430.1,QNS30066.1,NG_070786.1,WP_190259776.1,blaOXA-229_fam,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-931,blaOXA-931,blaOXA,2,blaOXA-229_fam
blaKPC-259,PV103221.1,XPD06450.1,NG_244527.1,WP_191678214.1,blaKPC,Beta-lactam: Cephalosporins,Beta-lactam,Cephalosporins,inhibitor-resistant extended-spectrum class A beta-lactamase KPC-259,blaKPC-259,blaKPC,3,blaKPC
blaOKP-A-39,CP062138.1,QOF50398.1,NG_244832.1,WP_192242353.1,blaOKP-A,Beta-lactam: Unknown,Beta-lactam,Unknown,OKP-A family broad-spectrum class A beta-lactamase OKP-A-39,blaOKP-A-39,blaOKP-A,3,blaOKP
blaACT-153,CP141897.1,WRT49607.1,NG_242655.1,WP_193542281.1,blaACT,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",cephalosporin-hydrolyzing class C beta-lactamase ACT-153,blaACT-153,blaACT,3,blaACT
cfiA28,JADDIJ010000014.1,MBE7399711.1,NG_071229.1,WP_193683783.1,cfiA_fam,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,subclass B1 metallo-beta-lactamase CfiA28,cfiA28,cfiA,2,cfiA
blaOKP-B-78,VWTA01000025.1,MBE8768713.1,NG_245007.1,WP_194007136.1,blaOKP-B,Beta-lactam: Unknown,Beta-lactam,Unknown,OKP-B family broad-spectrum class A beta-lactamase OKP-B-78,blaOKP-B-78,blaOKP-B,3,blaOKP
,AAIUOI010000042.1,ECI2479373.1,NG_070890.1,WP_194293131.1,gar,Aminoglycoside: Gentamicin,Aminoglycoside,Gentamicin,gentamicin resistance ATP-binding protein Gar,gar,gar,3,gar
blaAAK-1,MW042819.1,QOI11476.1,NG_070893.1,WP_194293132.1,blaAAK,Beta-lactam: Unknown,Beta-lactam,Unknown,class A beta-lactamase AAK-1,blaAAK-1,blaAAK,3,blaAAK
blaIMI-20,MN619794.1,QFX75996.1,NG_070894.1,WP_194293133.1,blaIMI,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,carbapenem-hydrolyzing class A beta-lactamase IMI-20,blaIMI-20,blaIMI,2,blaIMI
blaKPC-71,MW015092.1,QOC63221.1,NG_070895.1,WP_194293134.1,blaKPC,Beta-lactam: ESBL (KPC variant),Beta-lactam,ESBL (KPC variant),inhibitor-resistant extended-spectrum class A beta-lactamase KPC-71,blaKPC-71,blaKPC,1,blaKPC
blaKPC-76,MT550690.1,QNT35811.1,NG_070896.1,WP_194293135.1,blaKPC,Beta-lactam: ESBL (KPC variant),Beta-lactam,ESBL (KPC variant),inhibitor-resistant extended-spectrum class A beta-lactamase KPC-76,blaKPC-76,blaKPC,1,blaKPC
blaKPC-77,MW030519.1,QOJ39190.1,NG_070897.1,WP_194293136.1,blaKPC,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,carbapenem-hydrolyzing class A beta-lactamase KPC-77,blaKPC-77,blaKPC,1,blaKPC
blaOXA-893,MN514428.1,QFC98035.1,NG_070898.1,WP_194293137.1,blaOXA-23_fam,Beta-lactam: Carbapenems (OXA-23 family),Beta-lactam,Carbapenems (OXA-23 family),OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-893,blaOXA-893,blaOXA,1,blaOXA-23_fam
blaOXA-1286,PQ203875.1,XGB73503.1,NG_243504.1,WP_194355408.1,blaOXA-50_fam,Beta-lactam: Unknown,Beta-lactam,Unknown,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1286,blaOXA-1286,blaOXA,3,blaOXA-50_fam
blaLEN-138,CP063917.1,,NG_244731.1,WP_194400260.1,blaLEN,Beta-lactam: Unknown,Beta-lactam,Unknown,class A beta-lactamase LEN-138,blaLEN-138,blaLEN,3,blaLEN
blaOKP-B-149,CP063900.1,,NG_244939.1,WP_194417682.1,blaOKP-B,Beta-lactam: Unknown,Beta-lactam,Unknown,OKP-B family broad-spectrum class A beta-lactamase OKP-B-149,blaOKP-B-149,blaOKP-B,3,blaOKP
qnrB94,MK047607.1,AYJ77151.1,NG_243567.1,WP_195994689.1,qnrB,Quinolone,Quinolone,,quinolone resistance pentapeptide repeat protein QnrB94,qnrB94,qnrB,3,qnr
blaOXY-2-27,VNUT01000008.1,MBZ7699249.1,NG_088429.1,WP_196090373.1,blaOXY-2,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase OXY-2-27,blaOXY-2-27,blaOXY,2,blaOXY
blaACT-99,OL794649.1,UHK14152.1,NG_079216.1,WP_196347324.1,blaACT,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",cephalosporin-hydrolyzing class C beta-lactamase ACT-99,blaACT-99,blaACT,3,blaACT
blaOXY-1-19,JADRUQ010000001.1,MBG2697728.1,NG_088420.1,WP_196575333.1,blaOXY-1,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase OXY-1-19,blaOXY-1-19,blaOXY,2,blaOXY
blaOXA-1019,MZ672118.1,QYH55591.1,NG_076816.1,WP_196658681.1,blaOXA-50_fam,"Beta-lactam: Penicillins, Early Cephalosporins",Beta-lactam,"Penicillins, Early Cephalosporins",OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1019,blaOXA-1019,blaOXA,3,blaOXA-50_fam
blaPDC-680,JAGGEF010000018.1,MBP8500834.1,NG_244636.1,WP_196700031.1,blaPDC,Beta-lactam: Cephalosporins,Beta-lactam,Cephalosporins,inhibitor-resistant extended-spectrum class C beta-lactamase PDC-680,blaPDC-680,blaPDC,3,blaPDC
blaTEM-239,MK497256.1,QBC36181.1,NG_076645.1,WP_197098296.1,blaTEM,"Beta-lactam: Penicillins, Early Cephalosporins",Beta-lactam,"Penicillins, Early Cephalosporins",class A beta-lactamase TEM-239,blaTEM-239,blaTEM,3,blaTEM
blaOXY-5-11,CP095761.1,UPI86066.1,NG_081750.1,WP_197663517.1,blaOXY-5,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase OXY-5-11,blaOXY-5-11,blaOXY,2,blaOXY
,MT234667.1,QNL15203.1,NG_071175.1,WP_197749399.1,dfrA38,Trimethoprim,Trimethoprim,,trimethoprim-resistant dihydrofolate reductase DfrA38,dfrA38,dfrA38,3,dfr
,MN340018.1,,NG_071180.1,WP_197749400.1,tet(62),Tetracycline,Tetracycline,,tetracycline efflux MFS transporter Tet(62),tet(62),tet(62),3,tet
blaGES-46,MW295358.1,QPN97000.1,NG_071202.1,WP_197749401.1,blaGES,Beta-lactam: Unknown,Beta-lactam,Unknown,class A beta-lactamase GES-46,blaGES-46,blaGES,2,blaGES
blaKPC-49,MN619655.1,QFX75995.1,NG_071203.1,WP_197749402.1,blaKPC,Beta-lactam: ESBL (KPC variant),Beta-lactam,ESBL (KPC variant),inhibitor-resistant extended-spectrum class A beta-lactamase KPC-49,blaKPC-49,blaKPC,1,blaKPC
blaKPC-78,MW319056.1,QPO25385.1,NG_071204.1,WP_197749403.1,blaKPC,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-78,blaKPC-78,blaKPC,1,blaKPC
blaKPC-79,MT875328.1,QPL19131.1,NG_071205.1,WP_197749404.1,blaKPC,Beta-lactam: ESBL (KPC variant),Beta-lactam,ESBL (KPC variant),inhibitor-resistant extended-spectrum class A beta-lactamase KPC-79,blaKPC-79,blaKPC,1,blaKPC
blaNDM-30,MW306748.1,QPK66974.1,NG_071206.1,WP_197749405.1,blaNDM,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,taniborbactam-resistant subclass B1 metallo-beta-lactamase NDM-30,blaNDM-30,blaNDM,1,blaNDM
blaNDM-31,MW306749.1,QPK66975.1,NG_071207.1,WP_197749406.1,blaNDM,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,subclass B1 metallo-beta-lactamase NDM-31,blaNDM-31,blaNDM,1,blaNDM
blaPDC-458,MW287261.1,QPI70489.1,NG_071216.1,WP_197749407.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-458,blaPDC-458,blaPDC,3,blaPDC
blaPDC-459,MW287262.1,QPI70490.1,NG_071217.1,WP_197749408.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",extended-spectrum class C beta-lactamase PDC-459,blaPDC-459,blaPDC,3,blaPDC
blaPDC-460,MW287263.1,QPI70491.1,NG_071218.1,WP_197749409.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",extended-spectrum class C beta-lactamase PDC-460,blaPDC-460,blaPDC,3,blaPDC
blaPDC-461,MW287264.1,QPI70492.1,NG_071219.1,WP_197749410.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",extended-spectrum class C beta-lactamase PDC-461,blaPDC-461,blaPDC,3,blaPDC
blaPDC-462,MW287265.1,QPI70493.1,NG_071220.1,WP_197749411.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",extended-spectrum class C beta-lactamase PDC-462,blaPDC-462,blaPDC,3,blaPDC
blaPDC-463,MW287266.1,QPI70494.1,NG_071221.1,WP_197749412.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",extended-spectrum class C beta-lactamase PDC-463,blaPDC-463,blaPDC,3,blaPDC
blaPDC-464,MW287267.1,QPI70495.1,NG_071222.1,WP_197749413.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",extended-spectrum class C beta-lactamase PDC-464,blaPDC-464,blaPDC,3,blaPDC
blaPDC-465,MW287268.1,QPI70496.1,NG_071223.1,WP_197749414.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-465,blaPDC-465,blaPDC,3,blaPDC
blaPDC-466,MW287269.1,QPI70497.1,NG_071224.1,WP_197749415.1,blaPDC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase PDC-466,blaPDC-466,blaPDC,3,blaPDC
blaTEM-243,MW261527.1,QPG87090.1,NG_071226.1,WP_197749416.1,blaTEM,"Beta-lactam: Penicillins, Early Cephalosporins",Beta-lactam,"Penicillins, Early Cephalosporins",class A beta-lactamase TEM-243,blaTEM-243,blaTEM,3,blaTEM
cfiA26,MF063040.1,AUW27644.1,NG_071227.1,WP_197749417.1,cfiA_fam,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,subclass B1 metallo-beta-lactamase CfiA26,cfiA26,cfiA,2,cfiA
cfiA27,MF063041.1,AUW27645.1,NG_071228.1,WP_197749418.1,cfiA_fam,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,subclass B1 metallo-beta-lactamase CfiA27,cfiA27,cfiA,2,cfiA
,CP065927.1,QQA64075.1,NG_148597.1,WP_198462967.1,msr(I),Macrolide,Macrolide,,ABC-F type ribosomal protection protein Msr(I),msr(I),msr(I),3,msr
,CP065927.1,QQA64076.1,NG_081673.1,WP_198462968.1,mef(J),Macrolide,Macrolide,,macrolide efflux MFS transporter Mef(J),mef(J),mef(J),3,mef
blaPFM-4,JACOMR010000005.1,MBU4627809.1,NG_148672.1,WP_198799270.1,blaPFM,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,subclass B2 metallo-beta-lactamase PFM-4,blaPFM-4,blaPFM,2,blaPFM
blaOXA-1194,JADWNU010000003.1,MBJ8450702.1,NG_157039.1,WP_199935335.1,blaOXA-229_fam,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-1194,blaOXA-1194,blaOXA,2,blaOXA-229_fam
blaADC-270,ON651462.1,UTS94215.1,NG_081680.1,WP_199947622.1,blaADC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",extended-spectrum class C beta-lactamase ADC-270,blaADC-270,blaADC,3,blaADC
blaCMY-209,PV075200.1,XOU30664.1,NG_244488.1,WP_200007927.1,blaCFE,Beta-lactam: Cephalosporins,Beta-lactam,Cephalosporins,class C beta-lactamase CMY-209,blaCMY-209,blaCFE,3,blaCFE
blaCMY-174,CP066542.1,QQL36767.1,NG_073459.1,WP_200302238.1,blaCMY,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",class C beta-lactamase CMY-174,blaCMY-174,blaCMY,3,blaCMY
blaOXY-1-42,CP061930.1,QQO65081.1,NG_245054.1,WP_200518526.1,blaOXY-1,Beta-lactam: Cephalosporins,Beta-lactam,Cephalosporins,extended-spectrum class A beta-lactamase OXY-1-42,blaOXY-1-42,blaOXY,3,blaOXY
blaSHV-175,WMLX01000003.1,,NG_242311.1,WP_200525730.1,blaSHV,"Beta-lactam: Penicillins, Early Cephalosporins",Beta-lactam,"Penicillins, Early Cephalosporins",class A beta-lactamase SHV-175,blaSHV-175,blaSHV,3,blaSHV
blaACT-154,CP083828.1,UOY66714.1,NG_242656.1,WP_200557972.1,blaACT,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",cephalosporin-hydrolyzing class C beta-lactamase ACT-154,blaACT-154,blaACT,3,blaACT
blaLEN-168,WMOJ01000002.1,,NG_244759.1,WP_200558417.1,blaLEN,Beta-lactam: Unknown,Beta-lactam,Unknown,class A beta-lactamase LEN-168,blaLEN-168,blaLEN,3,blaLEN
blaOXA-1188,WIFR01000007.1,MBK3756226.1,NG_157033.1,WP_200582679.1,blaOXA-50_fam,"Beta-lactam: Penicillins, Early Cephalosporins",Beta-lactam,"Penicillins, Early Cephalosporins",OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1188,blaOXA-1188,blaOXA,3,blaOXA-50_fam
blaOXY-2-59,WMOC01000021.1,,NG_245084.1,WP_200785496.1,blaOXY-2,Beta-lactam: Cephalosporins,Beta-lactam,Cephalosporins,extended-spectrum class A beta-lactamase OXY-2-59,blaOXY-2-59,blaOXY,3,blaOXY
blaPAN-1,FWZT01000014.1,SMF47935.1,NG_244596.1,WP_200820744.1,blaPAN,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,subclass B1 metallo-beta-lactamase PAN-1,blaPAN-1,blaPAN,2,blaPAN
blaGES-51,LC654879.1,BDB58073.1,NG_077976.1,WP_200925854.1,blaGES,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,carbapenem-hydrolyzing class A beta-lactamase GES-51,blaGES-51,blaGES,1,blaGES
blaOXY-6-17,CP118223.1,WDQ10488.1,NG_245106.1,WP_201160391.1,blaOXY-6,Beta-lactam: Cephalosporins,Beta-lactam,Cephalosporins,extended-spectrum class A beta-lactamase OXY-6-17,blaOXY-6-17,blaOXY,3,blaOXY
blaOXY-6-27,CP089407.1,UHD02812.1,NG_245116.1,WP_202019214.1,blaOXY-6,Beta-lactam: Cephalosporins,Beta-lactam,Cephalosporins,extended-spectrum class A beta-lactamase OXY-6-27,blaOXY-6-27,blaOXY,3,blaOXY
blaOKP-B-200,CP068237.1,,NG_244988.1,WP_202023385.1,blaOKP-B,Beta-lactam: Unknown,Beta-lactam,Unknown,OKP-B family broad-spectrum class A beta-lactamase OKP-B-200,blaOKP-B-200,blaOKP-B,3,blaOKP
blaPER-16,MW478884.1,QQP64033.1,NG_073484.1,WP_202089433.1,blaPER,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase PER-16,blaPER-16,blaPER,2,blaPER
blaCHM-1,MK401906.1,QAT79363.1,NG_203381.1,WP_202272142.1,blaCHM,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,subclass B1 metallo-beta-lactamase CHM-1,blaCHM-1,blaCHM,2,blaCHM
blaKPC-82,MW485086.1,QQW39762.1,NG_073471.1,WP_202781289.1,blaKPC,Beta-lactam: ESBL (KPC variant),Beta-lactam,ESBL (KPC variant),inhibitor-resistant extended-spectrum class A beta-lactamase KPC-82,blaKPC-82,blaKPC,1,blaKPC
blaOXY-6-16,JAFBAX010000001.1,MBM1113616.1,NG_245105.1,WP_203259731.1,blaOXY-6,Beta-lactam: Cephalosporins,Beta-lactam,Cephalosporins,extended-spectrum class A beta-lactamase OXY-6-16,blaOXY-6-16,blaOXY,3,blaOXY
blaCRH-4,LC873139.1,BGC54460.1,NG_244675.1,WP_203391606.1,blaCRH,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,carbapenem-hydrolyzing class A beta-lactamase CRH-4,blaCRH-4,blaCRH,2,blaCRH
blaOKP-B-104,RYIB01000001.1,MBM5548026.1,NG_244895.1,WP_203558879.1,blaOKP-B,Beta-lactam: Unknown,Beta-lactam,Unknown,OKP-B family broad-spectrum class A beta-lactamase OKP-B-104,blaOKP-B-104,blaOKP-B,3,blaOKP
,AY485122.1,AAR29969.1,NG_073451.1,WP_204313008.1,tet(O/W),Tetracycline,Tetracycline,,tetracycline resistance ribosomal protection mosaic protein Tet(O/W),tet(O/W),tet(O/W),3,tet
,AM710601.2,CAM97380.1,NG_073453.1,WP_204313011.1,tet(W/32/O),Tetracycline,Tetracycline,,tetracycline resistance ribosomal protection mosaic protein Tet(W/32/O),tet(W/32/O),tet(W/32/O),3,tet
,KX118301.1,,NG_065841.2,WP_204376219.1,dfrA25,Trimethoprim,Trimethoprim,,trimethoprim-resistant dihydrofolate reductase DfrA25,dfrA25,dfrA25,3,dfr
,BK012113.1,DAC85641.1,NG_073450.1,WP_204376221.1,fosM3,Fosfomycin,Fosfomycin,,fosfomycin resistance protein FosM3,fosM3,fosM3,3,fos
,AJ311171.1,,NG_073454.1,WP_204376222.1,tet(X1),Tetracycline,Tetracycline,,tetracycline-inactivating monooxygenase Tet(X1),tet(X1),tet(X1),3,tet
blaADC-256,MW075278.1,QRN78589.1,NG_073457.1,WP_204376223.1,blaADC,"Beta-lactam: Penicillins, Early Cephalosporins (AmpC)",Beta-lactam,"Penicillins, Early Cephalosporins (AmpC)",extended-spectrum class C beta-lactamase ADC-256,blaADC-256,blaADC,3,blaADC
blaAFM-2,MN968768.1,QHT72950.1,NG_073458.1,WP_204376224.1,blaAFM,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,subclass B1 metallo-beta-lactamase AFM-2,blaAFM-2,blaAFM,2,blaAFM
blaCTX-M-244,MW385261.1,QRN47891.1,NG_073460.1,WP_204376225.1,blaCTX-M,Beta-lactam: ESBL,Beta-lactam,ESBL,extended-spectrum class A beta-lactamase CTX-M-244,blaCTX-M-244,blaCTX-M,2,blaCTX-M
blaFRI-10,MW349709.1,QPQ08642.1,NG_073462.1,WP_204376226.1,blaFRI,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,carbapenem-hydrolyzing class A beta-lactamase FRI-10,blaFRI-10,blaFRI,2,blaFRI
blaGMB-1,MT463315.1,QKF95688.1,NG_073463.1,WP_204376227.1,blaGMB,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,subclass B1 metallo-beta-lactamase GMB-1,blaGMB-1,blaGMB,2,blaGMB
blaIMI-21,MW349708.1,QPQ08641.1,NG_073464.1,WP_204376228.1,blaIMI,Beta-lactam: Carbapenems,Beta-lactam,Carbapenems,carbapenem-hydrolyzing class A beta-lactamase IMI-21,blaIMI-21,blaIMI,2,blaIMI
blaKPC-62,MT604163.1,QKV50745.1,NG_073465.1,WP_204376229.1,blaKPC,Beta-lactam: ESBL (KPC variant),Beta-lactam,ESBL (KPC variant),inhibitor-resistant extended-spectrum class A beta-lactamase KPC-62,blaKPC-62,blaKPC,1,blaKPC
blaKPC-63,MT604164.1,QKV50746.1,NG_073466.1,WP_204376230.1,blaKPC,Beta-lactam: ESBL (KPC variant),Beta-lactam,ESBL (KPC variant),inhibitor-resistant extended-spectrum class A beta-lactamase KPC-63,blaKPC-63,blaKPC,1,blaKPC
